id	dur	peak	raw_rms10	db0	sil0	db1	sil1	db2	sil2
00_117800_segment_0_0	30.040816326530614	0.745500922203064	0.17358238995075226	-13.104379653930664	0.0	-13.190469741821289	0.0	-11.167407989501953	0.0
00_117800_segment_2_0	30.040816326530614	0.9740661382675171	0.15158535540103912	-16.60415267944336	0.0	-14.321969985961914	0.0	-11.984722137451172	0.0
00_1178800_segment_10_0	30.040816326530614	0.9689763784408569	0.12510381639003754	-18.22637939453125	0.0	-16.759510040283203	0.0	-16.472917556762695	0.0
00_1178800_segment_3_0	30.040816326530614	0.9363237619400024	0.14715047180652618	-16.518815994262695	0.0	-15.9999418258667	0.0	-15.450657844543457	0.0
00_1194000_segment_11_0	30.040816326530614	0.9900736808776855	0.24023306369781494	-12.746223449707031	0.0	-13.282232284545898	0.0	-13.11857795715332	0.0
00_1221300_segment_5_0	30.040816326530614	0.5002360343933105	0.08853860944509506	-15.486373901367188	0.0	-16.071489334106445	0.0	-19.309669494628906	0.0
00_1222900_segment_1_0	30.040816326530614	0.8149964809417725	0.09137158840894699	-19.45241928100586	0.0	-13.440048217773438	0.0	-13.308764457702637	0.0
00_1223700_segment_5_0	30.040816326530614	0.9879741072654724	0.14176851511001587	-17.3088436126709	0.0	-15.630163192749023	0.05	-15.260096549987793	0.0
00_1226100_segment_0_0	30.040816326530614	0.9577665328979492	0.13595561683177948	-17.40277862548828	0.0	-9.6929931640625	0.0	-8.185050010681152	0.0
00_1226100_segment_4_0	30.040816326530614	0.9743052124977112	0.30898603796958923	-10.42065143585205	0.0	-11.730611801147461	0.0	-11.252433776855469	0.0
00_1235600_segment_3_0	30.040816326530614	0.5788880586624146	0.08500481396913528	-17.108549118041992	0.0	-15.790072441101074	0.0	-16.724149703979492	0.0
00_1242000_segment_5_0	30.040816326530614	0.6379848718643188	0.09718915820121765	-16.789379119873047	0.0	-16.754581451416016	0.0	-14.562358856201172	0.0
00_1242000_segment_6_0	30.040816326530614	0.5338770151138306	0.11960554867982864	-13.439326286315918	0.0	-15.175294876098633	0.0	-17.235862731933594	0.0
00_1249300_segment_0_0	30.040816326530614	0.9953652620315552	0.23926369845867157	-12.827640533447266	0.05	-12.708439826965332	0.02	-12.588333129882812	0.0
00_1251300_segment_1_0	30.040816326530614	0.6497527360916138	0.12661868333816528	-14.650534629821777	0.0	-13.92679214477539	0.0	-19.261926651000977	0.0
00_1274300_segment_4_0	30.040816326530614	0.946815013885498	0.1364995688199997	-17.268203735351562	0.0	-16.044010162353516	0.0	-15.538394927978516	0.0
00_127600_segment_2_0	30.040816326530614	0.9909336566925049	0.18456974625587463	-15.04321002960205	0.0	-15.071271896362305	0.0	-14.995298385620117	0.0
00_127600_segment_6_0	30.040816326530614	0.9838883280754089	0.14185166358947754	-17.26775360107422	0.0	-17.32977294921875	0.0	-17.48012924194336	0.0
00_1277800_segment_3_0	30.040816326530614	0.5646672248840332	0.12120711803436279	-13.810816764831543	0.0	-12.513781547546387	0.0	-13.585123062133789	0.0
00_1278600_segment_1_0	30.040816326530614	0.7992362976074219	0.11842187494039536	-17.030393600463867	0.0	-16.309030532836914	0.0	-13.025115966796875	0.0
00_1278600_segment_6_0	30.040816326530614	0.7584632039070129	0.1786174476146698	-13.005741119384766	0.0	-12.924517631530762	0.0	-15.208805084228516	0.0
00_1278600_segment_8_0	30.040816326530614	0.8541197776794434	0.16230635344982147	-14.869193077087402	0.0	-14.385771751403809	0.0	-16.614782333374023	0.0
00_1282300_segment_3_0	30.040816326530614	0.9842612147331238	0.2288656383752823	-13.11612319946289	0.0	-12.955804824829102	0.0	-12.772173881530762	0.0
00_128300_segment_2_0	30.040816326530614	0.5495228171348572	0.07513979077339172	-17.72784423828125	0.0	-16.77076530456543	0.0	-21.697025299072266	0.41
00_1284300_segment_2_0	30.040816326530614	0.8998356461524963	0.16817384958267212	-15.013623237609863	0.0	-16.40497398376465	0.0	-22.89790916442871	0.0
00_1288900_segment_0_0	30.040816326530614	0.7203230857849121	0.06592346727848053	-21.215274810791016	0.14	-20.841629028320312	0.14	-20.32716941833496	0.1
00_1288900_segment_1_0	30.040816326530614	0.7370584011077881	0.07078471779823303	-20.796775817871094	0.01	-17.648515701293945	0.0	-18.636476516723633	0.01
00_1288900_segment_5_0	30.040816326530614	0.6584458947181702	0.09386902302503586	-17.3654842376709	0.0	-17.219051361083984	0.0	-16.45098114013672	0.0
00_1295900_segment_5_0	30.040816326530614	0.9874145984649658	0.3679979145526886	-9.018610954284668	0.0	-9.665973663330078	0.0	-11.815498352050781	0.0
00_1300500_segment_1_0	30.040816326530614	0.18006612360477448	0.011774382553994656	-24.135406494140625	0.0	-22.60220718383789	0.02	-23.626220703125	0.0
00_1304400_segment_12_0	30.040816326530614	0.9664088487625122	0.23475655913352966	-12.736391067504883	0.0	-12.669822692871094	0.0	-13.692898750305176	0.0
00_1304400_segment_14_0	30.040816326530614	1.009871244430542	0.2260710448026657	-13.44594955444336	0.0	-13.606595039367676	0.0	-14.535016059875488	0.0
00_130500_segment_3_0	30.040816326530614	0.9904953241348267	0.24564731121063232	-12.55633544921875	0.0	-12.830792427062988	0.0	-10.490642547607422	0.0
00_130500_segment_5_0	30.040816326530614	0.994274377822876	0.32546305656433105	-10.145618438720703	0.01	-10.933725357055664	0.01	-15.285635948181152	0.34
00_130500_segment_6_0	30.040816326530614	0.9904446005821228	0.22014254331588745	-13.508052825927734	0.0	-11.072273254394531	0.06	-10.032840728759766	0.0
00_130500_segment_8_0	30.040816326530614	0.9904322028160095	0.33081474900245667	-9.970325469970703	0.07	-10.314568519592285	0.01	-10.664289474487305	0.0
00_1307200_segment_7_0	30.040816326530614	0.9821873903274536	0.16516192257404327	-15.9312162399292	0.0	-16.752717971801758	0.0	-21.838586807250977	0.0
00_1309600_segment_6_0	30.040816326530614	1.0081102848052979	0.21840055286884308	-13.730613708496094	0.0	-13.652650833129883	0.0	-13.561182022094727	0.0
00_1313000_segment_0_0	30.040816326530614	0.5914004445075989	0.0735599473118782	-18.55033302307129	0.0	-17.70257568359375	0.0	-17.774246215820312	0.0
00_1313000_segment_13_0	30.040816326530614	0.6185000538825989	0.05933646112680435	-20.805891036987305	0.0	-21.794883728027344	0.0	-21.280345916748047	0.0
00_1313000_segment_14_0	30.040816326530614	0.44631123542785645	0.058470629155635834	-18.099529266357422	0.0	-17.71101188659668	0.0	-17.287166595458984	0.0
00_1313000_segment_15_0	30.040816326530614	0.5005781650543213	0.08011407405138016	-16.360790252685547	0.0	-15.954943656921387	0.0	-17.386348724365234	0.0
00_1314300_segment_3_0	30.040816326530614	0.9840061068534851	0.22771602869033813	-13.157611846923828	0.0	-12.838890075683594	0.0	-12.644407272338867	0.0
00_1314300_segment_6_0	30.040816326530614	0.9912399053573608	0.24206814169883728	-12.690351486206055	0.0	-13.310933113098145	0.0	-11.603484153747559	0.0
00_1321300_segment_3_0	30.040816326530614	0.9914157390594482	0.24071352183818817	-12.74063491821289	0.0	-9.33860969543457	0.0	-9.486956596374512	0.0
00_1326800_segment_7_0	30.040816326530614	0.8216939568519592	0.08193394541740417	-20.47045135498047	0.06	-21.037748336791992	0.05	-17.543127059936523	0.0
00_1332600_segment_3_0	30.040816326530614	0.9597092866897583	0.242522731423378	-12.39327335357666	0.0	-12.08802318572998	0.0	-12.384904861450195	0.0
00_1333600_segment_2_0	30.040816326530614	0.9890809059143066	0.20563974976539612	-14.088022232055664	0.0	-13.8372802734375	0.0	-13.91496467590332	0.0
00_1333600_segment_3_0	30.040816326530614	0.9929137229919434	0.21248361468315125	-13.837249755859375	0.0	-14.637361526489258	0.0	-14.756479263305664	0.0
00_1333600_segment_6_0	30.040816326530614	0.9973102807998657	0.1947183609008789	-14.633996963500977	0.0	-14.29598617553711	0.0	-14.642152786254883	0.0
00_1333700_segment_2_0	30.040816326530614	0.9208548069000244	0.14547990262508392	-16.473291397094727	0.0	-15.431493759155273	0.0	-15.591317176818848	0.0
00_1339700_segment_4_0	30.040816326530614	0.2945985794067383	0.05516749620437622	-14.996476173400879	0.0	-16.483694076538086	0.0	-15.101632118225098	0.0
00_13400_segment_5_0	30.040816326530614	0.457470178604126	0.031073007732629776	-23.805118560791016	0.0	-19.988462448120117	0.0	-19.277368545532227	0.0
00_1354100_segment_4_0	30.040816326530614	0.9828639626502991	0.20122580230236053	-14.221723556518555	0.0	-13.626457214355469	0.0	-14.37395191192627	0.0
00_1368400_segment_0_0	30.040816326530614	0.9841156005859375	0.05593578517436981	-25.35265350341797	0.0	-21.59743881225586	0.0	-16.83628273010254	0.0
00_1371500_segment_6_0	30.040816326530614	0.991016149520874	0.17671874165534973	-15.421490669250488	0.0	-14.994292259216309	0.0	-14.808818817138672	0.0
00_1371700_segment_3_0	30.040816326530614	0.9825961589813232	0.35594210028648376	-9.265442848205566	0.0	-9.287090301513672	0.0	-9.842775344848633	0.0
00_1371700_segment_7_0	30.040816326530614	0.995833158493042	0.14417028427124023	-17.23174476623535	0.0	-16.20650863647461	0.0	-14.063172340393066	0.05
00_1371800_segment_2_0	30.040816326530614	0.9955103397369385	0.2124418169260025	-13.861642837524414	0.0	-14.155704498291016	0.0	-14.192957878112793	0.0
00_1378200_segment_0_0	30.040816326530614	0.3912106454372406	0.03963935375213623	-20.331209182739258	0.11	-17.867984771728516	0.0	-16.185169219970703	0.0
00_1378200_segment_2_0	30.040816326530614	0.9581137895584106	0.1339249610900879	-17.536640167236328	0.0	-15.129444122314453	0.0	-15.099040031433105	0.0
00_1378200_segment_3_0	30.040816326530614	0.9632115364074707	0.17665277421474457	-15.177553176879883	0.0	-15.3057279586792	0.0	-15.167817115783691	0.0
00_1378900_segment_2_0	30.040816326530614	0.9625951051712036	0.2925277054309845	-10.791061401367188	0.0	-10.790199279785156	0.0	-10.308385848999023	0.0
00_1385200_segment_2_0	30.040816326530614	0.982012152671814	0.29645630717277527	-10.848650932312012	0.0	-11.148883819580078	0.0	-14.105786323547363	0.0
00_1385600_segment_5_0	30.040816326530614	0.9913047552108765	0.22872518002986908	-13.183392524719238	0.0	-14.290743827819824	0.0	-14.041877746582031	0.0
00_1385600_segment_6_0	30.040816326530614	0.9875736236572266	0.21527579426765442	-13.677014350891113	0.0	-12.34100341796875	0.0	-12.95730972290039	0.0
00_1385600_segment_8_0	30.040816326530614	0.9904178977012634	0.25735440850257874	-12.151265144348145	0.0	-12.389555931091309	0.0	-14.363332748413086	0.0
00_1393000_segment_2_0	30.040816326530614	0.6381359100341797	0.11978013813495636	-14.976095199584961	0.0	-14.715890884399414	0.0	-13.941960334777832	0.0
00_1393000_segment_5_0	30.040816326530614	0.5896112322807312	0.11508789658546448	-14.636249542236328	0.0	-14.450122833251953	0.0	-13.946322441101074	0.0
00_1393400_segment_3_0	30.040816326530614	0.9099735021591187	0.11517195403575897	-18.399166107177734	0.0	-18.53789710998535	0.0	-17.8322811126709	0.0
00_1397900_segment_8_0	30.040816326530614	0.6424071788787842	0.15956944227218628	-12.542739868164062	0.0	-12.408981323242188	0.0	-12.178282737731934	0.0
00_1398800_segment_8_0	30.040816326530614	0.8577826023101807	0.1318744421005249	-16.70985984802246	0.0	-16.53652000427246	0.0	-16.58962059020996	0.0
00_1403900_segment_4_0	30.040816326530614	1.0023566484451294	0.221110001206398	-13.573806762695312	0.0	-13.989656448364258	0.0	-13.826312065124512	0.0
00_1404900_segment_3_0	30.040816326530614	0.9198710918426514	0.066691555082798	-23.238649368286133	0.0	-19.03059959411621	0.0	-19.012813568115234	0.0
00_1412200_segment_4_0	30.040816326530614	0.9903761148452759	0.2762323021888733	-11.536043167114258	0.0	-11.750280380249023	0.0	-11.172210693359375	0.0
00_1414200_segment_1_0	30.040816326530614	0.9225761890411377	0.2379329949617386	-12.216480255126953	0.0	-12.098089218139648	0.0	-12.227616310119629	0.0
00_1414200_segment_4_0	30.040816326530614	0.9936500191688538	0.23085147142410278	-13.123544692993164	0.0	-12.070352554321289	0.0	-12.633064270019531	0.0
00_1414200_segment_5_0	30.040816326530614	0.9901512265205383	0.24897190928459167	-12.436552047729492	0.0	-12.534673690795898	0.0	-12.89337158203125	0.0
00_1415500_segment_4_0	30.040816326530614	0.9998748302459717	0.36765486001968384	-9.135635375976562	0.0	-9.295209884643555	0.0	-9.213529586791992	0.0
00_1416200_segment_0_0	30.040816326530614	0.8657764792442322	0.07659245282411575	-21.509923934936523	0.16	-16.460479736328125	0.0	-18.031272888183594	0.0
00_1417200_segment_16_0	30.040816326530614	0.9913250803947449	0.15285982191562653	-16.683982849121094	0.0	-17.69101333618164	0.0	-14.510035514831543	0.0
00_141800_segment_14_0	30.040816326530614	0.19189712405204773	0.03470044210553169	-15.30019760131836	0.0	-17.78479766845703	0.0	-17.712182998657227	0.0
00_141800_segment_5_0	30.040816326530614	0.32256531715393066	0.08275558054447174	-12.261935234069824	0.0	-13.48431396484375	0.0	-16.12032127380371	0.0
00_1420500_segment_1_0	30.040816326530614	0.9936032295227051	0.2769150137901306	-11.542859077453613	0.01	-10.741167068481445	0.0	-10.804248809814453	0.0
00_1420800_segment_3_0	30.040816326530614	0.5232579708099365	0.06627259403467178	-18.393165588378906	0.01	-17.614755630493164	0.0	-18.16939926147461	0.0
00_1420800_segment_4_0	30.040816326530614	0.43570417165756226	0.05428456515073776	-18.53583526611328	0.01	-18.290931701660156	0.01	-20.89252471923828	0.0
00_149800_segment_4_0	30.040816326530614	0.9889013171195984	0.28410017490386963	-11.279158592224121	0.0	-11.019097328186035	0.0	-10.24018383026123	0.0
00_165900_segment_1_0	30.040816326530614	1.0066951513290405	0.16196362674236298	-16.31513786315918	0.0	-15.854825973510742	0.0	-14.450007438659668	0.0
00_165900_segment_2_0	30.040816326530614	0.993768572807312	0.19073399901390076	-14.782671928405762	0.0	-15.726574897766113	0.0	-15.20355224609375	0.0
00_19200_segment_2_0	30.040816326530614	0.9780581593513489	0.22022521495819092	-13.39548110961914	0.0	-13.562230110168457	0.0	-11.90925407409668	0.0
00_192600_segment_0_0	30.040816326530614	0.9932052493095398	0.14834968745708466	-16.960575103759766	0.02	-14.816608428955078	0.0	-14.448800086975098	0.0
00_192600_segment_1_0	30.040816326530614	0.9934892654418945	0.19602635502815247	-14.542503356933594	0.0	-14.377766609191895	0.0	-14.249967575073242	0.0
00_192600_segment_5_0	30.040816326530614	0.9790639281272888	0.19649195671081543	-14.394853591918945	0.0	-14.440597534179688	0.0	-14.899856567382812	0.0
00_192600_segment_6_0	30.040816326530614	0.995700478553772	0.1866849958896637	-14.985913276672363	0.0	-14.652547836303711	0.0	-13.856189727783203	0.0
00_209800_segment_6_0	30.040816326530614	0.991998016834259	0.12120027095079422	-18.705673217773438	0.0	-17.94103240966797	0.0	-17.21271324157715	0.0
00_221400_segment_1_0	30.040816326530614	0.6831767559051514	0.14069996774196625	-14.170310974121094	0.0	-12.01555347442627	0.0	-10.152311325073242	0.0
00_245200_segment_0_0	30.040816326530614	0.9817347526550293	0.015038296580314636	-36.74143981933594	0.71	-16.166677474975586	0.0	-15.70305061340332	0.0
00_248500_segment_8_0	30.040816326530614	0.9941112995147705	0.32291245460510254	-10.212531089782715	0.0	-9.631319999694824	0.0	-9.603795051574707	0.0
00_250100_segment_10_0	30.040816326530614	0.3067784309387207	0.05988249182701111	-14.636028289794922	0.0	-14.692801475524902	0.0	-14.506830215454102	0.0
00_250100_segment_40_0	30.040816326530614	0.558440625667572	0.12259171903133392	-13.615845680236816	0.0	-20.45026969909668	0.0	-25.12836265563965	0.0
00_251100_segment_0_0	30.040816326530614	0.19303564727306366	0.014396321959793568	-22.993247985839844	0.14	-17.176029205322266	0.0	-12.840456008911133	0.0
00_251100_segment_10_0	30.040816326530614	0.5231229066848755	0.10944593697786331	-14.033609390258789	0.0	-11.359533309936523	0.0	-11.752620697021484	0.0
00_251100_segment_11_0	30.040816326530614	0.3964464068412781	0.09936670958995819	-12.464399337768555	0.0	-12.930159568786621	0.0	-13.183843612670898	0.0
00_251100_segment_5_0	30.040816326530614	0.22970588505268097	0.042984165251255035	-15.002799987792969	0.0	-16.867198944091797	0.0	-17.313079833984375	0.0
00_251100_segment_9_0	30.040816326530614	0.5784446001052856	0.12922406196594238	-13.463895797729492	0.0	-15.766230583190918	0.0	-17.570240020751953	0.0
00_296700_segment_0_0	30.040816326530614	0.16537541151046753	0.02050444670021534	-18.577985763549805	0.01	-18.526691436767578	0.0	-18.57769775390625	0.0
00_310400_segment_0_0	30.040816326530614	0.9715285301208496	0.2060464471578598	-13.915337562561035	0.11	-11.751904487609863	0.0	-11.941400527954102	0.0
00_311400_segment_2_0	30.040816326530614	0.990446150302887	0.2867175340652466	-11.213059425354004	0.0	-11.24338150024414	0.0	-11.458833694458008	0.0
00_338000_segment_0_0	30.040816326530614	0.992517352104187	0.22829173505306244	-13.21048641204834	0.08	-14.068929672241211	0.09	-17.50214195251465	0.24
00_338200_segment_3_0	30.040816326530614	0.3402746319770813	0.07058007270097733	-14.108477592468262	0.0	-16.51287078857422	0.0	-14.178165435791016	0.0
00_338200_segment_6_0	30.040816326530614	0.5957022905349731	0.11483976244926453	-14.744267463684082	0.0	-14.76417064666748	0.0	-15.033937454223633	0.0
00_342300_segment_1_0	30.040816326530614	0.14749696850776672	0.028926819562911987	-14.595175743103027	0.0	-14.27983283996582	0.0	-14.736040115356445	0.0
00_373000_segment_6_0	30.040816326530614	0.9057183265686035	0.16909149289131165	-15.022955894470215	0.0	-20.212677001953125	0.0	-16.331172943115234	0.0
00_373000_segment_8_0	30.040816326530614	0.9236489534378052	0.18764953315258026	-14.288716316223145	0.0	-17.65819549560547	0.0	-15.003003120422363	0.0
00_373300_segment_1_0	30.040816326530614	0.985897421836853	0.07985469698905945	-22.276153564453125	0.0	-19.080768585205078	0.0	-13.542580604553223	0.0
00_373300_segment_8_0	30.040816326530614	0.9979959726333618	0.21843767166137695	-13.641552925109863	0.0	-13.842495918273926	0.0	-13.656840324401855	0.0
00_37700_segment_7_0	30.040816326530614	0.9748923778533936	0.2644156515598297	-11.778918266296387	0.0	-12.773370742797852	0.0	-15.056127548217773	0.04
00_38000_segment_1_0	30.040816326530614	0.8156203031539917	0.13690762221813202	-15.946736335754395	0.0	-15.267955780029297	0.0	-15.620058059692383	0.0
00_381100_segment_5_0	30.040816326530614	0.9930245876312256	0.17295731604099274	-15.625948905944824	0.0	-15.564571380615234	0.0	-15.303642272949219	0.0
00_383000_segment_6_0	30.040816326530614	0.9900385737419128	0.33297815918922424	-9.910255432128906	0.0	-9.943731307983398	0.0	-10.045304298400879	0.0
00_387400_segment_4_0	30.040816326530614	0.8821036219596863	0.15081843733787537	-15.78683090209961	0.0	-11.839303970336914	0.0	-12.350054740905762	0.0
00_389700_segment_1_0	30.040816326530614	0.5875630974769592	0.048449400812387466	-22.120849609375	0.0	-22.195348739624023	0.0	-21.439430236816406	0.0
00_390000_segment_3_0	30.040816326530614	0.5072122812271118	0.08540822565555573	-15.919328689575195	0.0	-16.161470413208008	0.0	-15.114206314086914	0.0
00_3900_segment_0_0	30.040816326530614	0.46145009994506836	0.02817128784954548	-24.731887817382812	0.17	-23.498544692993164	0.11	-17.983171463012695	0.0
00_3900_segment_2_0	30.040816326530614	0.9547303318977356	0.08651912212371826	-21.300899505615234	0.0	-15.648879051208496	0.0	-14.919626235961914	0.0
00_398700_segment_2_0	30.040816326530614	0.6900383234024048	0.1257307529449463	-15.234161376953125	0.0	-16.583221435546875	0.0	-16.23471450805664	0.0
00_399200_segment_0_0	30.040816326530614	0.9135640859603882	0.11852709203958511	-18.183956146240234	0.12	-16.35684585571289	0.0	-16.538984298706055	0.0
00_399500_segment_0_0	30.040816326530614	0.7609843015670776	0.07848790287971497	-20.176986694335938	0.49	-16.580894470214844	0.0	-14.8439359664917	0.0
00_40300_segment_3_0	30.040816326530614	0.9897234439849854	0.2521120309829712	-12.323933601379395	0.0	-12.663960456848145	0.0	-13.362751007080078	0.0
00_415600_segment_4_0	30.040816326530614	0.960655689239502	0.1863127052783966	-14.692034721374512	0.01	-17.49911117553711	0.05	-13.190853118896484	0.0
00_419800_segment_4_0	30.040816326530614	0.9830358028411865	0.11528431624174118	-19.06151008605957	0.01	-19.061378479003906	0.0	-19.16697883605957	0.0
00_419800_segment_5_0	30.040816326530614	0.9653794765472412	0.1040012389421463	-19.79871940612793	0.0	-22.368562698364258	0.01	-24.704294204711914	0.03
00_422700_segment_3_0	30.040816326530614	0.9910500645637512	0.43769562244415283	-7.5439958572387695	0.0	-7.600956439971924	0.0	-8.158998489379883	0.0
00_422700_segment_8_0	30.040816326530614	0.9937751293182373	0.41267862915992737	-8.07905101776123	0.0	-7.18415641784668	0.0	-7.270756721496582	0.0
00_429200_segment_7_0	30.040816326530614	0.9975035190582275	0.23078496754169464	-13.159666061401367	0.0	-12.767030715942383	0.0	-14.944358825683594	0.0
00_433600_segment_1_0	30.040816326530614	0.14302986860275269	0.01573934592306614	-19.614328384399414	0.21	-17.38766098022461	0.0	-12.703089714050293	0.0
00_433600_segment_7_0	30.040816326530614	0.3030383884906769	0.029358044266700745	-20.72093963623047	0.0	-16.82312774658203	0.0	-21.332324981689453	0.0
00_433600_segment_9_0	30.040816326530614	0.24736237525939941	0.04486284777522087	-15.274465560913086	0.08	-18.116853713989258	0.0	-18.100786209106445	0.0
00_436400_segment_0_0	30.040816326530614	0.9673569202423096	0.11423403024673462	-19.001352310180664	0.01	-17.996305465698242	0.0	-18.687284469604492	0.0
00_449900_segment_3_0	30.040816326530614	0.8516085147857666	0.09276031702756882	-19.703083038330078	0.0	-18.845996856689453	0.0	-18.888660430908203	0.0
00_449900_segment_4_0	30.040816326530614	0.9892746210098267	0.09415445476770401	-20.875049591064453	0.0	-17.584606170654297	0.0	-15.85477066040039	0.0
